Ticker,Sector,Price,Volume,Fifty Day Average
GIPR,Real Estate,3.86,44616,3.69106
GIPRW,Real Estate,0.35,8336,-1
GLAC,Financial Services,10.27,5624,10.1659
GLACR,-1,0.2386,16216,-1
GLACU,Financial Services,10.43,-1,10.323
GLAD,Financial Services,10.44,156993,10.4558
GLADZ,-1,-1,12773,25.26114
GLBE,Consumer Cyclical,37.6,1101467,37.0456
GLBS,Industrials,2.2001,139656,2.2566
GLBZ,Financial Services,5.85,124,6.486
GLDD,Industrials,8.54,271016,8.2334
GLDI,-1,-1,336,144.0981
GLLI,Financial Services,10.91,12378,10.8793
GLLIR,-1,0.11,-1,-1
GLLIU,Financial Services,10.85,-1,10.876
GLLIW,Financial Services,0.0299,190,-1
GLMD,Healthcare,0.3162,53970,0.37552
GLNG,Energy,24.45,831907,21.9862
GLPG,Healthcare,33.42,77385,37.2814
GLPI,Real Estate,45.7,1277997,45.7916
GLRE,Financial Services,12.24,50704,11.7018
GLSI,Healthcare,18.92,30609,11.66014
GLST,Financial Services,10.7,300,10.6677
GLSTR,-1,-1,201,-1
GLSTU,Financial Services,10.91,-1,10.91
GLSTW,Financial Services,0.0124,1100,-1
GLTO,Healthcare,0.766,67912,0.70508
GLUE,Healthcare,7.59,156400,5.759
GLYC,Healthcare,2.88,284382,3.0018
GMAB,Healthcare,29.56,368377,29.0344
GMDA,Healthcare,0.403,2260714,0.3522
GMFI,Financial Services,11.095,106,10.99822
GMFIU,Financial Services,10.71,3633,10.92458
GMFIW,Financial Services,0.059,900,-1
GMGI,Communication Services,3.0,33653,2.8132
GMM,Technology,0.8354,500854,2.44464
GNFT,Healthcare,3.63,8817,3.6789
GNLN,Consumer Defensive,0.5556,374501,0.46592
GNLX,Healthcare,6.09,83970,8.9296
GNMA,-1,-1,11244,43.4036
GNOM,-1,-1,30001,11.38484
GNPX,Healthcare,3.02,41433,5.9904
GNSS,Technology,2.01,125929,1.7914
GNTA,Healthcare,4.0,55413,4.09004
GNTX,Consumer Cyclical,36.41,1398643,34.6888
GO,Consumer Defensive,28.49,1628924,26.0496
GOCO,Financial Services,10.34,27567,12.4934
GODN,Financial Services,10.5801,38,10.52948
GODNR,-1,0.244,1322,-1
GODNU,Financial Services,10.9662,709,10.67352
GOEV,Consumer Cyclical,4.34,45978156,3.2501
GOEVW,Consumer Cyclical,0.1222,1069789,-1
GOGL,Industrials,12.88,2348337,11.4878
GOGO,Communication Services,8.49,874822,9.0024
GOOD,Real Estate,13.6,263391,12.9346
GOODN,Real Estate,23.53,1205,22.37424
GOODO,-1,19.82,4238,19.60068
GOOG,Communication Services,148.74,19781751,144.0298
GOOGL,Communication Services,147.6,24646402,142.7472
GORV,Consumer Cyclical,4.3,50825,4.5852
GOSS,Healthcare,1.32,796947,1.09798
GOVI,-1,-1,134775,28.0678
GOVX,Healthcare,1.93,10725,3.0657
GOVXW,Healthcare,0.0401,400,-1
GP,Industrials,2.03,32227,2.453
GPAC,Financial Services,11.07,27518,11.11354
GPACU,Financial Services,10.99,-1,11.0338
GPACW,Financial Services,0.08,200,-1
GPAK,Industrials,0.2452,41661,0.27012
GPCR,Healthcare,43.88,1529363,42.1282
GPIQ,-1,-1,30014,45.40902
GPIX,-1,-1,47132,45.38876
GPRE,Basic Materials,21.6,722896,21.612
GPRO,Technology,2.33,1278371,2.658
GRAB,Technology,3.25,20786315,3.2019
GRABW,Technology,0.18,149615,0.20574
GRDI,Financial Services,1.1,110606,3.14974
GRDIW,Financial Services,0.1211,2600,-1
GREE,Financial Services,3.51,261390,3.9526
GREEL,-1,-1,12767,9.65262
GRFS,Healthcare,6.78,5788292,7.623
GRI,Healthcare,0.786,76579,1.35618
GRID,-1,-1,118487,105.5792
GRIN,Industrials,10.4,21474,9.21858
GRNQ,Industrials,1.5743,10078,1.37976
GROM,Communication Services,0.947,419126,0.8765
GROMW,Communication Services,1.4,4,-1
GROW,Financial Services,2.64,13721,2.7092
GRPH,Healthcare,3.18,299406,3.024
GRPN,Communication Services,15.02,1214715,15.6558
GRRR,Technology,0.77,315702,0.73388
GRRRW,Technology,0.08,49421,-1
GRTS,Healthcare,2.81,1627022,2.4504
GRTX,Healthcare,0.2405,225541,0.20192
GRVY,Communication Services,73.39,48457,69.799
GRWG,Consumer Cyclical,2.02,1045767,2.2491
GRYP,Financial Services,1.47,592483,3.97934
GSBC,Financial Services,53.16,36404,52.7336
GSHD,Financial Services,72.5,421381,78.0091
GSIB,-1,-1,128,25.43618
GSIT,Technology,3.91,246198,2.8356
GSIW,-1,-1,121477,11.71316
GSM,Basic Materials,4.695,1251418,5.082
GSMGW,Communication Services,0.005,102057,-1
GSUN,Consumer Defensive,0.55,9596,0.73484
GT,Consumer Cyclical,13.28,2497675,12.987
GTAC,Financial Services,11.0,2,11.05652
GTACU,Financial Services,10.9,-1,10.9534
GTACW,Financial Services,0.0251,162990,-1
GTBP,Healthcare,3.81,10086,5.16288
GTEC,Industrials,2.1,30235,3.1727
GTH,Healthcare,4.01,261659,3.8312
GTHX,Healthcare,3.7,976426,3.4423
GTI,-1,-1,17170,10.86878
GTIM,Consumer Cyclical,2.62,11671,2.4834
GTLB,Technology,59.87,4288184,67.019
GTR,-1,-1,5973,23.0614
GTX,Consumer Cyclical,9.88,1234058,9.1156
GURE,Basic Materials,1.24,5178,1.3342
GUTS,Healthcare,7.28,173299,8.59303
GV,Consumer Defensive,0.168,63767,0.18538
GVH,Industrials,1.55,174238,1.03056
GVP,Technology,2.47,100670,1.801
GWAV,Industrials,0.1288,5628773,0.69746
GWRS,Utilities,12.34,17219,12.4829
GXAI,Communication Services,7.37,85547,4.69414
GXTG,-1,-1,4703,23.31184
GYRE,-1,17.81,37031,17.5514
GYRO,Real Estate,8.3999,573,8.7476
HA,Industrials,13.54,689145,13.9748
HAFC,Financial Services,15.55,258599,16.1134
HAIA,Financial Services,10.97,1278,10.94146
HAIAU,Financial Services,11.0,-1,10.87948
HAIAW,Financial Services,0.0264,-1,-1
HAIN,Consumer Defensive,8.29,1277815,9.969
HALO,Healthcare,40.22,861479,37.2828
HAO,Communication Services,7.28,7284,7.1181054
HAS,Consumer Cyclical,56.06,1684718,50.493
HAYN,Industrials,60.01,248281,57.5036
HBAN,Financial Services,13.61,14791068,12.8804
HBANL,Financial Services,25.1,27696,24.5103
HBANM,Financial Services,22.665,9803,22.29686
HBANP,Financial Services,19.84,43337,19.054
HBCP,Financial Services,36.28,17957,37.754
HBIO,Healthcare,4.36,44538,4.48
HBNC,Financial Services,12.66,178953,12.661
HBT,Financial Services,19.3,14942,19.4102
HCAT,Healthcare,8.11,541974,9.2822
HCKT,Technology,24.42,96329,23.784
HCM,Healthcare,17.27,584572,14.807
HCOW,-1,-1,416,25.56952
HCP,Technology,27.11,1678399,24.0898
HCSG,Healthcare,12.38,378668,11.0188
HCTI,Healthcare,1.94,43601,2.31562
HCVI,Financial Services,10.42,79352,10.40218
HCVIU,Financial Services,10.42,100,10.2132
HCVIW,Financial Services,0.0935,400,-1
HCWB,Healthcare,1.71,8576,1.29588
HDSN,Basic Materials,11.95,354239,13.136
HEAR,Technology,17.46,414780,11.6406
HEES,Industrials,63.26,238572,54.2742
HELE,Consumer Defensive,115.9,203429,120.1938
HEPA,Healthcare,2.32,14537,2.22248
HEPS,Consumer Cyclical,1.73,226130,1.5651
HERD,-1,-1,18074,37.18302
HERO,-1,-1,18621,20.222
HEWG,-1,-1,16,33.0934
HFBL,Financial Services,11.87,2519,13.2752
HFFG,Consumer Defensive,3.43,64497,4.372
HFWA,Financial Services,18.6,149389,19.1688
HGAS,Basic Materials,1.42,14053,2.5028
HGASW,Basic Materials,0.0401,8533,-1
HGBL,Financial Services,2.74,147922,2.8644
HHGC,Financial Services,11.0754,503,10.9885
HHGCR,-1,0.1055,-1,-1
HHGCU,Financial Services,11.3,429,11.302
HHGCW,Financial Services,0.04,38906,-1
HHS,Industrials,7.76,6019,7.6736
HIBB,Consumer Cyclical,72.21,259587,71.7796
HIDE,-1,-1,2231,22.95924
HIFS,Financial Services,171.09,11946,174.6218
HIHO,Industrials,2.04,2112,2.0464
HIMX,Technology,5.38,524633,5.7058
HISF,-1,-1,793,44.32044
HITI,Healthcare,1.78,163219,1.7785
HIVE,Financial Services,3.12,2533136,3.5374
HKIT,Technology,1.615,66525,1.4936
HLAL,-1,-1,33283,46.8542
HLIT,Technology,13.3,1489024,12.7178
HLMN,Industrials,10.32,817190,9.2636
HLNE,Financial Services,108.97,253870,113.697
HLP,Basic Materials,1.29,2981,2.0084
HLTH,Healthcare,0.1847,623843,0.23388
HLVX,Healthcare,15.87,138417,16.0536
HLXB,-1,-1,1521,10.364607
HMNF,Financial Services,20.44,2513,21.1612
HMST,Financial Services,15.27,103842,13.9318
HNDL,-1,-1,112501,20.7736
HNNA,Financial Services,6.775,10253,6.8374
HNNAZ,-1,-1,145,23.86104
HNRG,Energy,5.41,500187,7.8484
HNST,Consumer Defensive,4.15,1082081,3.3303
HNVR,Financial Services,15.17,6899,17.10828
HOFT,Consumer Cyclical,23.98,33712,23.923
HOFV,Communication Services,3.73,10687,3.44282
HOFVW,Communication Services,0.0083,95053,-1
HOLI,Industrials,25.52,134566,25.6134
HOLO,Technology,5.03,2793124,8.9952
HOLOW,Technology,0.085,151255,-1
HOLX,Healthcare,75.52,1189867,74.3616
HON,Industrials,201.38,2800681,198.9908
HONE,Financial Services,10.5,325257,10.6979
HOOD,Financial Services,19.09,15931530,13.577
HOOK,Healthcare,0.7241,256082,0.7043
HOPE,Financial Services,11.34,625109,11.1766
HOTH,Healthcare,1.65,631653,1.31616
HOUR,Consumer Cyclical,1.28,1064,1.3277
HOVNP,-1,-1,3990,18.3256
HOVR,Industrials,2.7515,68594,2.29628
HOVRW,Industrials,0.056,7806,-1
HOWL,Healthcare,5.85,181087,5.8788
HPCO,Consumer Defensive,2.26,159405,2.9214
HPH,Financial Services,8.49,4043,6.86268
HPK,Energy,15.86,238188,14.762
HPKEW,Energy,7.7,814,8.1696
HQGO,-1,-1,2,44.87014
HQI,Industrials,12.51,20824,13.166
HQY,Healthcare,82.2,681901,78.769
HRMY,Healthcare,33.55,407882,32.0137
HROW,Healthcare,10.58,939237,10.4462
HROWL,-1,-1,6984,24.34742
HROWM,-1,-1,5801,25.9401
HRTS,-1,-1,35832,32.59958
HRTX,Healthcare,3.05,1984917,2.5382
HRYU,Communication Services,0.35,64039,0.49142
HRZN,Financial Services,11.35,315799,12.7006
HSAI,Consumer Cyclical,5.07,991781,5.1872
HSCS,Healthcare,0.1196,798245,0.1287
HSCSW,Healthcare,0.05,425,-1
HSDT,Healthcare,5.86,13568,6.29084
HSIC,Healthcare,74.08,696122,75.1564
HSII,Industrials,32.83,116644,30.2924
HSON,Industrials,17.7,2747,14.9254
HSPO,Financial Services,10.86,814,10.8007
HSPOR,-1,0.08,2,-1
HSPOU,Financial Services,10.91,4,10.7858
HSPOW,Financial Services,0.025,1340,-1
HST,Real Estate,21.15,6029904,20.0568
HSTM,Healthcare,26.6,91379,26.8308
HTBI,Financial Services,25.9,26111,26.2788
HTBK,Financial Services,8.43,216539,8.668
HTCR,Technology,0.975,11146,0.66004
HTHT,Consumer Cyclical,37.22,2077397,34.5738
HTIA,Real Estate,16.21,8639,15.65608
HTIBP,Real Estate,15.865,1867,15.57066
HTLD,Industrials,11.81,281890,12.7388
HTLF,Financial Services,34.0,227836,34.7816
HTLFP,Financial Services,25.2,4522,24.89348
HTOO,Utilities,1.69,92238,1.37536
HTOOW,Utilities,0.1989,2573,0.15194
HTZ,Industrials,7.49,2820022,8.089
HTZWW,Industrials,4.25,136689,-1
HUBC,Technology,1.02,135844,1.43804
HUBCW,-1,-1,15533,-1
HUBCZ,Technology,0.1,1,-1
HUBG,Industrials,42.11,331694,43.8553
HUDA,Financial Services,10.54,9832,10.5598
HUDAR,-1,0.2196,10210,0.15042
HUDAU,Financial Services,10.88,-1,10.88
HUDI,Basic Materials,2.68,28190,2.78618
HUGE,Healthcare,0.705,121944,0.85422
HUIZ,Financial Services,0.72,27004,0.70188
HUMA,Healthcare,3.6,964825,3.4432
HUMAW,Healthcare,0.75,16448,-1
HURC,Industrials,20.74,16411,24.0372
HURN,Industrials,95.4,117509,102.083
HUT,Financial Services,8.88,4231631,8.3171
HWBK,Financial Services,20.49,14260,22.7768
HWC,Financial Services,44.03,440165,44.1656
HWCPZ,-1,-1,10558,24.63014
HWH,Consumer Cyclical,1.065,14012,1.399
HWKN,Basic Materials,76.08,94506,67.7682
HYDR,-1,-1,82278,5.7456
HYFM,Industrials,0.83,83523,0.90412
HYLS,-1,-1,131990,41.1824
HYMC,Basic Materials,2.3,142935,2.1242
HYMCL,Basic Materials,0.0167,203470,0.02312
HYMCW,Basic Materials,0.0145,379246,-1
HYPR,Healthcare,1.13,117657,1.07706
HYW,Financial Services,1.41,11682,1.31764
HYXF,-1,-1,17402,45.3901
HYZD,-1,-1,68516,21.8172
HYZN,Consumer Cyclical,0.65,465498,0.67284
HYZNW,Consumer Cyclical,0.03,33033,-1
IAC,Communication Services,52.68,446866,52.6582
IART,Healthcare,34.43,596894,40.4652
IAS,Communication Services,9.66,954231,13.6972
IBAT,-1,-1,137,-1
IBB,-1,-1,1622109,136.4838
IBBQ,-1,-1,6308,22.1622
IBCP,Financial Services,24.73,58403,24.8268
IBEX,Technology,15.94,48616,16.3913
IBIT,-1,-1,46907321,30.226458
IBKR,Financial Services,109.95,858851,99.6122
IBOC,Financial Services,56.01,245323,52.9238
IBOT,-1,-1,3050,41.42378
IBRX,Healthcare,6.17,5006310,4.3781
IBTE,-1,-1,1571167,23.9009
IBTF,-1,-1,686503,23.2459
IBTG,-1,-1,164323,22.7552
IBTH,-1,-1,154493,22.2209
IBTI,-1,-1,172004,22.0053
IBTJ,-1,-1,29090,21.5469
IBTK,-1,-1,85642,19.44494
IBTL,-1,-1,23105,20.19854
IBTM,-1,-1,299237,22.69712
IBTO,-1,-1,15836,24.33706
IBTX,Financial Services,45.56,206682,46.478
ICAD,Healthcare,1.6,77487,1.5644
ICCC,Healthcare,5.09,2595,5.1724
ICCH,Financial Services,15.5,1142,15.369
ICCM,Healthcare,1.22,87535,1.322
ICCT,Healthcare,1.26,36956,1.48676
ICFI,Industrials,150.13,141528,145.4936
ICG,Technology,8.6001,434,9.99448
ICHR,Technology,37.5,669479,39.435
ICLK,Communication Services,3.9,11141,3.84914
ICLN,-1,-1,2797197,14.0406
ICLR,Healthcare,337.28,415439,292.5448
ICMB,Financial Services,3.11,25201,3.42628
ICOP,-1,-1,5918,24.85878
ICU,Healthcare,0.7733,1925471,0.81524
ICUCW,Healthcare,0.135,74549,-1
ICUI,Healthcare,98.52,316808,99.3676
IDAI,Technology,0.8944,455152,1.3083
IDCC,Technology,105.2,369521,105.795
IDEX,Industrials,0.99,437668,1.139
IDN,Technology,1.75,100539,1.7866
IDXX,Healthcare,532.09,383273,548.6166
IDYA,Healthcare,45.63,891982,43.7448
IEF,-1,-1,8055134,94.71
IEI,-1,-1,1334902,116.0302
IEP,Energy,17.05,662096,18.5928
IESC,Industrials,114.94,105307,95.2528
IEUS,-1,-1,4806,54.524
IFBD,Technology,5.04,248403,7.66472
IFGL,-1,-1,6746,20.528
IFRX,Healthcare,1.54,624635,1.635
IFV,-1,-1,37467,19.44616
IGF,-1,-1,309679,45.6808
IGIB,-1,-1,1835594,51.37
IGIC,Financial Services,13.48,46257,12.98658
IGMS,Healthcare,10.23,151429,12.0533
IGOV,-1,-1,48812,39.8172
IGSB,-1,-1,2054188,51.1642
IGTA,Financial Services,10.855,43519,10.80456
IGTAR,-1,0.1282,-1,-1
IGTAU,Financial Services,11.44,-1,11.443
IGTAW,Financial Services,0.0399,15011,-1
IHRT,Communication Services,2.01,922700,2.3946
IHYF,-1,-1,24888,22.19852
III,Technology,4.11,63497,4.3462
IIIV,Technology,22.47,181859,20.602
IINN,Healthcare,1.8,73178,1.26058
IINNW,Healthcare,0.7074,21440,0.35178
IJT,-1,-1,73650,124.5988
IKNA,Healthcare,1.5,1470725,1.4836
IKT,Healthcare,2.21,50973,2.28872
ILAG,Industrials,0.4992,25684,0.55354
ILIT,-1,-1,2197,13.79046
ILMN,Healthcare,137.45,1915238,138.4632
ILPT,Real Estate,4.15,309484,3.9891
IMAB,Healthcare,1.81,332848,1.8023
IMAQ,Financial Services,11.3,572,11.33458
IMAQR,-1,0.0879,400,-1
IMAQU,Financial Services,10.8,10,10.307
IMAQW,Financial Services,0.016,-1,-1
IMCC,Healthcare,0.2902,150458,0.29254
IMCR,Healthcare,61.89,221353,69.198
IMCV,-1,-1,16444,67.9382
IMKTA,Consumer Defensive,76.46,99445,79.6292
IMMP,Healthcare,2.51,95973,2.361
IMMR,Technology,7.77,622571,7.069
IMMX,Healthcare,3.04,207505,3.7294
IMNM,Healthcare,24.14,283054,20.6468
IMNN,Healthcare,0.8301,12360,0.6858
IMOM,-1,-1,3985,27.90752
IMOS,Technology,32.09,28693,28.2626
IMPP,Energy,3.14,202366,3.1381
IMPPP,Energy,24.15,3258,22.10892
IMRN,Healthcare,2.56,26321,2.06838
IMRX,Healthcare,2.73,958758,5.8473
IMTE,Technology,2.4,1304,2.622
IMTX,Healthcare,11.34,862547,11.8314
IMTXW,Healthcare,3.14,5282,-1
IMUX,Healthcare,1.34,216890,1.286
IMVT,Healthcare,33.09,3468668,36.5526
IMXI,Technology,22.14,225776,20.7612
INAB,Healthcare,1.25,111123,1.25066
INAQ,Financial Services,10.75,24,10.75762
INAQU,Financial Services,10.7,-1,10.6244
INAQW,Financial Services,0.031,79476,0.13
INBK,Financial Services,33.38,42787,30.3986
INBKZ,-1,-1,2706,22.89684
INBS,Healthcare,3.67,111216,4.17766
INBX,Healthcare,34.97,360376,36.5882
INCR,Healthcare,2.27,45596,1.6419
INCY,Healthcare,57.72,1503966,59.8014
INDB,Financial Services,51.43,206083,54.8868
INDI,Technology,6.64,3975444,6.7444
INDP,Healthcare,2.27,20117,1.84826
INDV,Healthcare,20.85,137276,18.8612
INDY,-1,-1,104914,49.93
INFN,Technology,5.36,3652080,5.0186
INFR,-1,-1,751,23.67768
INGN,Healthcare,7.12,215957,7.1477
INHD,Basic Materials,0.8109,47439,1.08138
INKT,Healthcare,0.89,46378,0.91482
INM,Healthcare,0.3682,28706,0.36658
INMB,Healthcare,11.92,42684,12.1143
INMD,Healthcare,21.23,854759,22.6376
INNV,Healthcare,4.99,11026,5.2763
INO,Healthcare,10.98,359697,8.2966
INOD,Technology,6.5,211202,8.607
INSE,Consumer Cyclical,9.47,63681,9.2872
INSG,Technology,3.16,50864,2.5834
INSM,Healthcare,26.34,892030,27.978
INTA,Technology,35.23,963880,40.1644
INTC,Technology,42.42,50228404,44.4836
INTE,Financial Services,10.81,1365,10.83262
INTEU,Financial Services,10.79,-1,10.79
INTEW,Financial Services,0.125,23,-1
INTG,Consumer Cyclical,21.6,4681,22.7144
INTJ,Industrials,2.04,2732716,3.32
INTR,Financial Services,6.02,609124,5.436
INTS,Healthcare,5.51,48807,4.42522
INTU,Technology,651.29,1332759,641.9212
INTZ,Technology,0.211,557248,0.2192
INVA,Healthcare,14.99,503415,15.6962
INVE,Technology,7.21,68573,8.0332
INVO,Healthcare,1.1,29067,1.03664
INVZ,Consumer Cyclical,1.43,1653457,1.6462
INVZW,Consumer Cyclical,0.271,29455,-1
INZY,Healthcare,5.87,484681,5.4656
IOBT,Healthcare,1.62,66456,1.7194
IONM,Healthcare,0.524,137210,0.3252
IONR,Basic Materials,4.5311,23515,3.5948
IONS,Healthcare,42.75,642602,47.7424
IOSP,Basic Materials,127.62,67141,120.7458
IOVA,Healthcare,15.36,7134522,11.5996
IPA,Healthcare,1.4,213877,1.75246
IPAR,Consumer Defensive,140.3,122212,142.5136
IPDN,Industrials,2.23,9094,2.1256
IPGP,Technology,91.02,184670,93.4722
IPHA,Healthcare,2.4101,11456,2.6132
IPKW,-1,-1,3008,37.33748
IPSC,Healthcare,4.78,97294,4.31
IPW,Consumer Cyclical,0.51,44062,0.62258
IPWR,Industrials,10.13,59191,9.1365
IPX,Basic Materials,14.75,11031,13.0122
IPXX,Financial Services,10.46,36710,10.41434
IPXXU,Financial Services,10.52,100,10.443
IPXXW,-1,-1,89783,-1
IQ,Communication Services,4.07,4994613,3.7295
IQQQ,-1,-1,41152,40.585
IRAA,Financial Services,10.63,100,10.43296
IRAAU,Financial Services,9.521,-1,10.13864
IRAAW,Financial Services,0.044,-1,-1
IRBT,Consumer Cyclical,8.4,2216497,14.919
IRDM,Communication Services,26.02,959092,32.625
IREN,Financial Services,5.65,14536490,5.3194
IRIX,Healthcare,2.47,36915,2.6844
IRMD,Healthcare,44.51,31320,44.1182
IROH,Financial Services,9.985,202,9.99213
IROHR,-1,0.2001,67455,-1
IROHU,Financial Services,10.05,4,10.12964
IROHW,Financial Services,0.03,11164,-1
IRON,Healthcare,61.41,601065,65.8054
IROQ,Financial Services,16.5,1034,16.4958
IRTC,Healthcare,109.49,453397,113.1976
IRWD,Healthcare,9.03,2409935,12.5216
ISHG,-1,-1,739,70.3376
ISHP,-1,-1,196,28.47426
ISPC,Healthcare,0.275,217437,0.4524
ISPO,Consumer Cyclical,3.91,1071,4.18588
ISPOW,Consumer Cyclical,0.013,20564,0.0119
ISPR,Consumer Defensive,8.115,293847,10.2717
ISRG,Healthcare,391.96,919398,380.9514
ISRL,Financial Services,10.83,15896,10.7303
ISRLU,Financial Services,10.78,-1,10.84022
ISRLW,-1,-1,44309,-1
ISSC,Industrials,7.52,15405,8.1188
ISTB,-1,-1,1039852,47.4034
ISTR,Financial Services,16.22,20005,16.6148
ISUN,Technology,0.1909,277822,0.20766
ITCI,Healthcare,68.38,598028,68.6358
ITI,Technology,4.95,106810,4.9528
ITIC,Financial Services,159.01,850,160.7504
ITOS,Healthcare,11.4,154767,10.7135
ITRI,Technology,90.12,397786,80.1776
ITRM,Healthcare,1.58,78633,1.5939
ITRN,Technology,28.64,43187,26.1712
IUS,-1,-1,89243,44.8198
IUSB,-1,-1,2117551,45.487
IUSG,-1,-1,350209,111.4368
IUSV,-1,-1,400248,85.8446
IVA,Healthcare,3.78,35823,3.80752
IVAC,Industrials,3.93,64406,4.0
IVAL,-1,-1,17275,25.73348
IVCA,Financial Services,11.185,716,11.0931
IVCAU,Financial Services,10.96,-1,10.96
IVCAW,Financial Services,0.0388,17702,-1
IVCB,Financial Services,11.26,27484,11.1161
IVCBU,Financial Services,11.14,-1,11.1336
IVCBW,Financial Services,0.0549,2400,-1
IVCP,Financial Services,10.805,11714,10.9416
IVCPU,Financial Services,10.81,12,10.8648
IVCPW,-1,-1,15300,-1
IVDA,Industrials,0.8611,95533,0.7382
IVDAW,Industrials,0.095,4800,-1
IVEG,-1,-1,53,19.04504
IVP,Consumer Cyclical,0.0495,3016877,0.11958
IVVD,Healthcare,3.09,590157,4.2058
IWTR,-1,-1,90,29.22518
IXAQ,Financial Services,11.18,13537,11.1086
IXAQU,Financial Services,11.13,-1,10.9674
IXAQW,Financial Services,0.02,99,-1
IXHL,Healthcare,2.72,121267,4.0975
IXUS,-1,-1,1223840,65.1176
IZEA,Communication Services,2.1,40840,2.0112
IZM,Technology,7.95,459930,9.1234
JACK,Consumer Cyclical,68.51,483122,75.2914
JAGX,Healthcare,0.079,88456880,0.08854
JAKK,Consumer Cyclical,24.09,103792,30.5724
JAMF,Technology,18.25,426841,18.976
JAN,Industrials,2.69,183145,1.219
JANX,Healthcare,39.85,590685,20.8641
JAZZ,Healthcare,124.1,671956,122.3318
JBHT,Industrials,197.85,819119,203.4626
JBLU,Industrials,7.28,7684780,6.1564
JBSS,Consumer Defensive,107.77,59694,102.9546
JCSE,Industrials,0.725,2017,0.76038
JCTCF,Basic Materials,5.42,545,5.425
JD,Consumer Cyclical,27.05,15492480,23.9508
JDOC,-1,-1,104,56.38362
JEPQ,-1,-1,3048744,52.2618
JEWL,Consumer Cyclical,0.327,118950,0.51916
JFBR,Consumer Cyclical,0.3697,148161,2.26926
JFBRW,Consumer Cyclical,0.075,58245,-1
JFIN,Communication Services,7.48,116268,5.851
JFU,Technology,3.5,1504,2.97362
JG,Technology,3.36,7540,3.3112
JGLO,-1,-1,5650,54.918137
JIVE,-1,-1,1,51.26782
JJSF,Consumer Defensive,142.91,67406,150.8024
JKHY,Technology,171.86,460741,170.6434
JL,-1,-1,710763,9.8156
JMSB,Financial Services,18.36,14418,18.6702
JNVR,Technology,1.28,13534,1.23066
JOAN,Consumer Cyclical,0.154,9367853,0.4229
JOUT,Consumer Cyclical,45.22,51452,45.7154
JPEF,-1,-1,62810,56.2864
JRSH,Consumer Cyclical,2.94,4182,3.0303
JRVR,Financial Services,8.45,910833,9.2191
JSM,-1,-1,18328,20.902
JSMD,-1,-1,34299,66.31704
JSML,-1,-1,5152,58.01548
JSPR,Healthcare,29.67,129561,17.5198
JSPRW,Healthcare,0.235,27275,-1
JTAI,Technology,0.853,733123,0.97056
JTAIW,Technology,0.0464,125871,-1
JTAIZ,Technology,0.4,7738,0.68522
JTEK,-1,-1,139577,63.69764
JVA,Consumer Defensive,1.37,36458,1.19
JVSA,Financial Services,10.05,226625,10.045625
JVSAR,-1,0.23,158460,-1
JVSAU,Financial Services,10.27,16558,10.190023
JWEL,Consumer Cyclical,1.36,6738,1.85114
JXJT,Consumer Cyclical,1.21,23403,1.4296
JYD,Industrials,0.99,8964,0.99282
JYNT,Healthcare,12.87,54274,10.1696
JZ,Consumer Defensive,2.125,5645,2.00202
JZXN,Consumer Cyclical,2.97,71419,1.08474
KA,Healthcare,0.5921,251925,2.053
KACL,Financial Services,11.75,4119,11.67568
KACLR,-1,0.08,75,-1
KACLU,Financial Services,11.65,-1,11.6448
KACLW,Financial Services,0.018,1,-1
KALA,Healthcare,8.0,13850,7.40614
KALU,Basic Materials,82.06,109255,68.6764
KALV,Healthcare,12.15,269484,13.6739
KARO,Technology,26.3113,3171,25.02326
KAVL,Consumer Defensive,2.91,97077739,2.6372
KBWB,-1,-1,802180,49.3194
KBWD,-1,-1,202826,15.2646
KBWP,-1,-1,8044,99.5514
KBWR,-1,-1,4689,50.4968
KBWY,-1,-1,39981,17.9716
KC,Technology,3.63,2574412,2.8372
KDP,Consumer Defensive,29.58,9561686,30.683
KE,Industrials,21.06,69689,22.4914
KELYA,Industrials,24.5,221301,22.3124
KELYB,Industrials,23.45,29,22.1218
KEQU,Consumer Cyclical,31.85,12198,29.2264
KFFB,Financial Services,3.8038,9330,3.9502
KFRC,Industrials,70.74,88846,68.6064
KGEI,Energy,3.33,15151,3.2644
KHC,Consumer Defensive,35.6,7373341,36.1734
KIDS,Healthcare,26.5,132313,27.7564
KINS,Financial Services,3.87,16407,3.24308
KIRK,Consumer Cyclical,2.565,806743,2.7898
KITT,Industrials,0.2356,317249,0.33584
KITTW,Industrials,0.0293,5089,-1
KLAC,Technology,713.13,757486,644.0256
KLIC,Technology,49.38,354016,49.9292
KLTR,Technology,1.35,141662,1.5589
KLXE,Energy,7.66,292127,8.9072
KMDA,Healthcare,5.8,21206,5.927
KNDI,Consumer Cyclical,2.13,166131,2.5892
KNGZ,-1,-1,91227,30.0563
KNSA,Healthcare,19.8,338860,19.5368
KNTE,Healthcare,2.65,746511,2.4519
KOD,Healthcare,5.76,1095185,4.9128
KOPN,Technology,2.06,2445135,2.2714
KOSS,Technology,2.51,23185,2.747
KPLT,Technology,11.95,6283,12.737
KPLTW,Technology,0.0245,13409,-1
KPRX,Healthcare,0.5833,78083,0.6287
KPTI,Healthcare,1.42,652489,1.16798
KRKR,Communication Services,0.4,5900,0.44212
KRMA,-1,-1,5390,34.5348
KRMD,Healthcare,2.15,76719,2.1283
KRNL,Financial Services,10.94,45,10.7997
